"","City","Date","Total.Pollen.Count","Acer","Ambrosia","Artemisia","Asteraceae..Excluding.Ambrosia.and.Artemisia.","Betula","Carya","Celtis","Chenopodiaceae.Amaranthaceae.","Cupressaceae","Fagus","Fraxinus","Gramineae...Poaceae","Juglans","Liquidambar","Morus","Other.Tree.Pollen","Pinaceae","Platanus","Populus","Prosopis","Quercus","Rumex","Salix","Ulmus","Urticaceae","Chenopodiaceae.Amaranthaceae","Alnus","Arecaceae","Carpinus.Ostrya","Corylus","Cyperaceae","Ligustrum","Myrica","Olea","Other.Grass.Pollen","Other.Weed.Pollen","Plantago","Tilia","Typha","Unidentified.Pollen"
"6880","Little Rock","2008-09-23",38,NA,30,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6881","Little Rock","2008-09-24",54,NA,40,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6882","Little Rock","2008-09-25",44,NA,24,NA,18,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6883","Little Rock","2008-09-26",16,NA,9,NA,1,NA,NA,NA,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6884","Little Rock","2008-09-27",21,NA,11,NA,6,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6885","Little Rock","2008-09-28",20,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6886","Little Rock","2008-09-29",9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6887","Little Rock","2008-09-30",4,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6888","Little Rock","2008-10-01",20,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6889","Little Rock","2008-10-02",28,NA,12,NA,4,NA,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6890","Little Rock","2008-10-03",9,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6891","Little Rock","2008-10-04",13,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6892","Little Rock","2008-10-05",24,NA,9,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"6893","Little Rock","2008-10-06",34,NA,6,NA,20,NA,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6894","Little Rock","2008-10-07",28,NA,22,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6895","Little Rock","2008-10-09",9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6896","Little Rock","2008-10-10",19,NA,15,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6897","Little Rock","2008-10-14",11,NA,9,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6898","Little Rock","2008-10-15",4,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6899","Little Rock","2008-10-17",2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6900","Little Rock","2008-10-20",11,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6901","Little Rock","2008-10-21",13,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6902","Little Rock","2008-10-22",51,NA,14,NA,NA,NA,NA,NA,14,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"6903","Little Rock","2008-10-24",10,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6904","Little Rock","2008-10-27",30,NA,12,2,2,NA,NA,NA,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6905","Little Rock","2008-10-31",8,NA,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6906","Little Rock","2008-11-04",4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6907","Little Rock","2008-11-06",9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6908","Little Rock","2008-11-07",2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6909","Little Rock","2015-02-10",74,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6910","Little Rock","2015-02-11",80,2,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6911","Little Rock","2015-02-12",96,2,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6912","Little Rock","2015-03-17",151,2,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6913","Little Rock","2015-03-18",442,12,NA,NA,NA,NA,NA,NA,NA,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6914","Little Rock","2015-03-24",28,6,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6915","Little Rock","2015-03-25",828,108,NA,NA,NA,10,NA,16,NA,8,NA,8,NA,NA,NA,8,NA,290,64,22,NA,284,NA,NA,4,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6916","Little Rock","2015-03-26",416,88,NA,NA,NA,NA,NA,NA,NA,18,NA,2,NA,NA,NA,NA,NA,188,6,18,NA,86,NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6917","Little Rock","2015-03-31",1086,296,NA,NA,NA,26,NA,12,NA,30,6,28,NA,16,8,12,NA,312,18,22,NA,248,NA,6,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8
"6918","Little Rock","2015-04-01",1108,334,NA,NA,NA,16,10,12,NA,20,4,26,NA,NA,20,10,NA,318,14,16,NA,278,NA,8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"6919","Little Rock","2015-04-02",1302,268,NA,NA,NA,18,4,48,NA,22,NA,28,NA,8,16,12,NA,488,12,16,NA,310,NA,14,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA
"6920","Little Rock","2015-04-09",1504,108,NA,NA,NA,28,90,28,NA,4,NA,48,NA,12,46,32,NA,602,26,8,NA,410,NA,44,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6921","Little Rock","2015-04-16",566,26,NA,NA,NA,2,12,NA,NA,4,NA,6,NA,4,2,2,NA,288,16,2,NA,198,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6922","Little Rock","2015-04-20",1170,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,14,NA,NA,NA,NA,993,7,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6923","Little Rock","2015-04-21",663,16,NA,NA,NA,4,40,NA,NA,2,NA,12,2,38,6,12,NA,289,18,NA,NA,202,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6924","Little Rock","2015-04-22",378,2,NA,NA,NA,NA,38,NA,NA,NA,NA,6,12,12,2,NA,NA,200,4,NA,NA,94,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6925","Little Rock","2015-04-28",18,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,8,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6926","Little Rock","2015-04-29",431,13,NA,NA,NA,2,8,2,NA,NA,NA,2,4,NA,NA,2,NA,152,6,NA,NA,228,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6927","Little Rock","2015-04-30",320,4,NA,NA,NA,NA,32,NA,NA,NA,2,NA,8,NA,NA,6,NA,64,8,NA,NA,182,NA,4,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6928","Little Rock","2015-05-04",136,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,2,24,NA,NA,NA,NA,48,NA,NA,NA,8,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6929","Little Rock","2015-05-05",68,1,NA,NA,NA,NA,12,NA,NA,NA,NA,2,38,NA,NA,1,NA,4,2,NA,NA,4,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6930","Little Rock","2015-05-06",118,2,2,NA,NA,NA,14,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,4,4,NA,NA,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6931","Little Rock","2015-05-07",120,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,92,2,NA,NA,NA,10,NA,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"6932","Little Rock","2015-05-12",84,NA,NA,NA,NA,12,4,NA,NA,NA,NA,NA,44,NA,NA,10,NA,NA,4,NA,NA,2,4,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6933","Little Rock","2015-05-13",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6934","Little Rock","2015-05-14",50,NA,NA,NA,NA,4,6,NA,NA,NA,NA,2,32,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6935","Little Rock","2015-05-15",26,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6936","Little Rock","2015-05-19",32,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,28,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6937","Little Rock","2015-05-20",14,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6938","Little Rock","2015-05-21",20,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,12,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6939","Little Rock","2015-05-27",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6940","Little Rock","2015-05-28",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6941","Little Rock","2015-06-02",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6942","Little Rock","2015-06-03",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6943","Little Rock","2015-06-04",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6944","Little Rock","2015-06-09",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6945","Little Rock","2015-06-10",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6946","Little Rock","2015-06-11",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6947","Little Rock","2012-01-21",19,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6948","Little Rock","2012-01-24",13,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6949","Little Rock","2012-01-30",20,NA,NA,NA,NA,2,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6950","Little Rock","2012-02-02",37,13,NA,NA,NA,2,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6951","Little Rock","2012-02-03",717,5,NA,NA,NA,2,NA,NA,NA,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,2,NA,NA,277,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"6952","Little Rock","2012-02-06",38,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6953","Little Rock","2012-02-07",21,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6954","Little Rock","2012-02-08",77,2,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6955","Little Rock","2012-02-09",58,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6956","Little Rock","2012-02-20",202,20,NA,NA,NA,NA,NA,NA,NA,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6957","Little Rock","2012-02-21",432,14,NA,NA,NA,NA,NA,NA,NA,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6958","Little Rock","2012-02-22",944,44,NA,NA,NA,4,NA,NA,NA,802,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,36,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6959","Little Rock","2012-02-23",692,16,NA,NA,NA,NA,NA,NA,NA,518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6960","Little Rock","2012-02-27",61,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6961","Little Rock","2012-02-28",28,NA,NA,NA,NA,2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6962","Little Rock","2012-02-29",73,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,2,4,NA,NA,NA,NA,9,NA,NA,NA,6,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6963","Little Rock","2012-03-01",41,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6964","Little Rock","2012-03-02",124,NA,NA,NA,NA,2,NA,19,NA,6,NA,2,NA,NA,2,NA,NA,48,NA,NA,NA,11,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"6965","Little Rock","2012-03-05",35,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"6966","Little Rock","2012-03-06",44,NA,NA,NA,NA,2,NA,20,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6967","Little Rock","2012-03-07",393,9,NA,NA,NA,9,NA,71,NA,6,NA,30,NA,NA,17,NA,NA,69,11,NA,NA,147,NA,NA,9,NA,NA,4,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6968","Little Rock","2012-03-12",4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6969","Little Rock","2012-03-13",661,NA,NA,NA,NA,9,NA,169,NA,NA,NA,52,NA,NA,11,6,NA,24,11,NA,NA,343,NA,NA,2,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"6970","Little Rock","2012-03-14",1528,NA,NA,NA,NA,104,NA,302,NA,NA,NA,95,17,NA,48,4,8,134,17,NA,NA,743,NA,NA,4,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"6971","Little Rock","2012-03-15",3280,11,NA,NA,NA,135,NA,767,NA,NA,NA,90,23,NA,180,45,11,361,68,NA,NA,1522,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,56
"6972","Little Rock","2012-03-16",1624,NA,NA,NA,NA,57,11,304,NA,NA,NA,80,NA,11,147,NA,11,225,11,NA,NA,767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6973","Little Rock","2012-03-19",1415,NA,NA,NA,NA,3,NA,79,NA,NA,NA,79,NA,NA,57,79,NA,97,72,NA,NA,930,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"6974","Little Rock","2012-03-20",2207,NA,NA,NA,NA,17,12,81,NA,NA,NA,63,NA,6,277,35,NA,507,161,NA,NA,1031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"6975","Little Rock","2012-03-23",1399,NA,NA,NA,NA,36,15,59,NA,NA,NA,95,3,NA,18,36,3,50,50,NA,NA,998,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
"6976","Little Rock","2012-03-26",239,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,35,NA,NA,6,28,NA,9,9,NA,NA,116,NA,NA,NA,19,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"6977","Little Rock","2012-03-27",825,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,194,4,NA,NA,216,NA,9,30,NA,NA,350,NA,NA,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6978","Little Rock","2012-03-28",380,2,NA,NA,NA,4,6,2,NA,NA,NA,54,4,NA,2,26,NA,86,32,NA,NA,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"6979","Little Rock","2012-03-29",479,NA,NA,NA,NA,4,11,13,NA,NA,NA,35,4,NA,2,24,NA,117,15,NA,NA,242,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"6980","Little Rock","2012-03-30",340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,4,NA,NA,13,NA,91,12,NA,NA,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"6981","Little Rock","2012-04-02",100,3,NA,NA,NA,3,3,NA,NA,NA,NA,3,3,NA,NA,NA,NA,27,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
